gene,compare,medianP,meanlogFC,cvFC,DEGtype,Gene_Name,entrezgene_id,description,biotype
ENSG00000128340,D5/D6,0.001,-0.263,6.24,non-DEG,RAC2,5880,Rac family small GTPase 2,Protein coding
ENSG00000132394,D5/D6,0.0413,0.263,10.45,non-DEG,EEFSEC,60678,"eukaryotic elongation factor, selenocysteine-tRNA specific",Protein coding
ENSG00000138071,D5/D6,0.0185,0.263,20.11,non-DEG,ACTR2,10097,actin related protein 2,Protein coding
ENSG00000138162,D5/D6,0.0833,0.263,30.56,non-DEG,TACC2,10579,transforming acidic coiled-coil containing protein 2,Protein coding
ENSG00000143353,D5/D6,0.00417,0.263,8.26,non-DEG,LYPLAL1,127018,lysophospholipase like 1,Protein coding
ENSG00000143870,D5/D6,0.000256,-0.263,3.56,non-DEG,PDIA6,10130,protein disulfide isomerase family A member 6,Protein coding
ENSG00000144597,D5/D6,0.00238,-0.263,4.2,non-DEG,EAF1,85403,ELL associated factor 1,Protein coding
ENSG00000164062,D5/D6,0.000825,0.263,4.95,non-DEG,APEH,327,acylaminoacyl-peptide hydrolase,Protein coding
ENSG00000172465,D5/D6,0.0589,0.263,25.42,non-DEG,TCEAL1,9338,transcription elongation factor A like 1,Protein coding
ENSG00000173065,D5/D6,0.0353,-0.263,8.77,non-DEG,FAM222B,55731,family with sequence similarity 222 member B,Protein coding
ENSG00000197550,D5/D6,0.0569,-0.263,16.14,non-DEG,AL359955.1,,zinc finger pseudogene,Pseudogene
ENSG00000215458,D5/D6,0.0786,-0.263,36.84,non-DEG,AATBC,284837,apoptosis associated transcript in bladder cancer,lncRNA
ENSG00000050130,D5/D6,0.0228,-0.262,10.68,non-DEG,JKAMP,51528,JNK1/MAPK8 associated membrane protein,Protein coding
ENSG00000086848,D5/D6,0.0505,-0.262,14.48,non-DEG,ALG9,79796,"ALG9 alpha-1,2-mannosyltransferase",Protein coding
ENSG00000100147,D5/D6,0.0263,-0.262,15.61,non-DEG,CCDC134,79879,coiled-coil domain containing 134,Protein coding
ENSG00000124207,D5/D6,0.000571,0.262,2.65,non-DEG,CSE1L,1434,chromosome segregation 1 like,Protein coding
ENSG00000132024,D5/D6,0.00533,-0.262,5.91,non-DEG,CC2D1A,54862,coiled-coil and C2 domain containing 1A,Protein coding
ENSG00000132824,D5/D6,0.000298,0.262,1.88,non-DEG,SERINC3,10955,serine incorporator 3,Protein coding
ENSG00000139684,D5/D6,0.00186,0.262,3.18,non-DEG,ESD,2098,esterase D,Protein coding
ENSG00000144021,D5/D6,0.000854,0.262,3.84,non-DEG,CIAO1,9391,cytosolic iron-sulfur assembly component 1,Protein coding
ENSG00000157833,D5/D6,0.0143,0.262,21.47,non-DEG,GAREM2,150946,GRB2 associated regulator of MAPK1 subtype 2,Protein coding
ENSG00000160957,D5/D6,0.0997,0.262,7.64,non-DEG,RECQL4,9401,RecQ like helicase 4,Protein coding
ENSG00000168961,D5/D6,0.00108,-0.262,4.32,non-DEG,LGALS9,3965,galectin 9,Protein coding
ENSG00000170482,D5/D6,0.0731,-0.262,9.74,non-DEG,SLC23A1,9963,solute carrier family 23 member 1,Protein coding
ENSG00000183309,D5/D6,0.00127,0.262,2.94,non-DEG,ZNF623,9831,zinc finger protein 623,Protein coding
ENSG00000220749,D5/D6,0.0644,0.262,12.59,non-DEG,RPL21P28,,ribosomal protein L21 pseudogene 28,Pseudogene
ENSG00000007341,D5/D6,0.0671,0.261,11.42,non-DEG,ST7L,54879,suppression of tumorigenicity 7 like,Protein coding
ENSG00000051382,D5/D6,0.0262,-0.261,7.89,non-DEG,PIK3CB,5291,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",Protein coding
ENSG00000113648,D5/D6,0.00131,0.261,4.03,non-DEG,H2AFY,9555,macroH2A.1 histone,Protein coding
ENSG00000126005,D5/D6,0.0382,-0.261,11.43,non-DEG,MMP24OS,101410538,MMP24 opposite strand,Protein coding
ENSG00000126882,D5/D6,0.00404,0.261,12.14,non-DEG,FAM78A,286336,family with sequence similarity 78 member A,Protein coding
ENSG00000142168,D5/D6,0.00305,0.261,4.02,non-DEG,SOD1,6647,superoxide dismutase 1,Protein coding
ENSG00000163913,D5/D6,0.0309,-0.261,5.89,non-DEG,IFT122,55764,intraflagellar transport 122,Protein coding
ENSG00000165661,D5/D6,0.00162,0.261,3.73,non-DEG,QSOX2,169714,quiescin sulfhydryl oxidase 2,Protein coding
ENSG00000169964,D5/D6,0.0188,0.261,9.07,non-DEG,TMEM42,131616,transmembrane protein 42,Protein coding
ENSG00000176783,D5/D6,0.00551,0.261,5.2,non-DEG,RUFY1,80230,RUN and FYVE domain containing 1,Protein coding
ENSG00000198146,D5/D6,0.00108,0.261,3.33,non-DEG,ZNF770,54989,zinc finger protein 770,Protein coding
ENSG00000239665,D5/D6,0.035,0.261,10.11,non-DEG,AL157392.3,,novel transcript,lncRNA
ENSG00000244701,D5/D6,0.045,0.261,9.41,non-DEG,AC004918.1,,"novel transcript, antisense to AGK",lncRNA
ENSG00000010165,D5/D6,0.0113,0.26,11.65,non-DEG,METTL13,51603,eEF1A lysine and N-terminal methyltransferase,Protein coding
ENSG00000072134,D5/D6,0.0561,-0.26,7.8,non-DEG,EPN2,22905,epsin 2,Protein coding
ENSG00000089006,D5/D6,0.000241,0.26,5.42,non-DEG,SNX5,27131,sorting nexin 5,Protein coding
ENSG00000103227,D5/D6,0.0982,-0.26,11.9,non-DEG,LMF1,64788,lipase maturation factor 1,Protein coding
ENSG00000106443,D5/D6,0.0168,0.26,12.58,non-DEG,PHF14,9678,PHD finger protein 14,Protein coding
ENSG00000110237,D5/D6,0.0197,0.26,9.56,non-DEG,ARHGEF17,9828,Rho guanine nucleotide exchange factor 17,Protein coding
ENSG00000129219,D5/D6,0.0339,-0.26,7.06,non-DEG,PLD2,5338,phospholipase D2,Protein coding
ENSG00000131143,D5/D6,0.00256,0.26,3.89,non-DEG,COX4I1,1327,cytochrome c oxidase subunit 4I1,Protein coding
ENSG00000135945,D5/D6,0.0022,0.26,4.43,non-DEG,REV1,51455,REV1 DNA directed polymerase,Protein coding
ENSG00000136897,D5/D6,0.00506,0.26,5.65,non-DEG,MRPL50,54534,mitochondrial ribosomal protein L50,Protein coding
ENSG00000136937,D5/D6,0.000648,0.26,3.22,non-DEG,NCBP1,4686,nuclear cap binding protein subunit 1,Protein coding
ENSG00000162714,D5/D6,0.019,0.26,15.93,non-DEG,ZNF496,84838,zinc finger protein 496,Protein coding
ENSG00000173812,D5/D6,0.000213,-0.26,4.24,non-DEG,EIF1,10209,eukaryotic translation initiation factor 1,Protein coding
ENSG00000184005,D5/D6,0.00779,-0.26,7.21,non-DEG,ST6GALNAC3,256435,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",Protein coding
ENSG00000214922,D5/D6,0.0489,-0.26,8.21,non-DEG,HLA-F-AS1,285830,HLA-F antisense RNA 1,lncRNA
ENSG00000261644,D5/D6,0.18,-0.26,12.19,non-DEG,AC007728.2,,"novel transcript, antisense to CYLD and NOD2",lncRNA
ENSG00000025708,D5/D6,0.00693,0.259,8.71,non-DEG,TYMP,1890,thymidine phosphorylase,Protein coding
ENSG00000070614,D5/D6,0.0114,0.259,21.27,non-DEG,NDST1,3340,N-deacetylase and N-sulfotransferase 1,Protein coding
ENSG00000087095,D5/D6,0.00127,-0.259,3.36,non-DEG,NLK,51701,nemo like kinase,Protein coding
ENSG00000102967,D5/D6,0.0759,0.259,16.85,non-DEG,DHODH,1723,dihydroorotate dehydrogenase (quinone),Protein coding
ENSG00000107862,D5/D6,0.00144,-0.259,3.32,non-DEG,GBF1,8729,golgi brefeldin A resistant guanine nucleotide exchange factor 1,Protein coding
ENSG00000109689,D5/D6,0.0799,0.259,7.63,non-DEG,STIM2,57620,stromal interaction molecule 2,Protein coding
ENSG00000110921,D5/D6,0.0336,-0.259,8.93,non-DEG,MVK,4598,mevalonate kinase,Protein coding
ENSG00000154217,D5/D6,0.0817,0.259,15.76,non-DEG,PITPNC1,26207,phosphatidylinositol transfer protein cytoplasmic 1,Protein coding
ENSG00000159496,D5/D6,0.0784,0.259,8.67,non-DEG,RGL4,266747,ral guanine nucleotide dissociation stimulator like 4,Protein coding
ENSG00000166619,D5/D6,0.0283,0.259,17.53,non-DEG,BLCAP,10904,BLCAP apoptosis inducing factor,Protein coding
ENSG00000278535,D5/D6,0.0427,0.259,10.7,non-DEG,DHRS11,79154,dehydrogenase/reductase 11,Protein coding
ENSG00000066583,D5/D6,0.00248,-0.258,4.32,non-DEG,ISOC1,51015,isochorismatase domain containing 1,Protein coding
ENSG00000082213,D5/D6,0.00421,0.258,2.98,non-DEG,C5orf22,55322,chromosome 5 open reading frame 22,Protein coding
ENSG00000100426,D5/D6,0.000499,0.258,4.3,non-DEG,ZBED4,9889,zinc finger BED-type containing 4,Protein coding
ENSG00000101057,D5/D6,0.00944,-0.258,6.53,non-DEG,MYBL2,4605,MYB proto-oncogene like 2,Protein coding
ENSG00000131127,D5/D6,0.00323,0.258,5.83,non-DEG,ZNF141,7700,zinc finger protein 141,Protein coding
ENSG00000152700,D5/D6,0.0395,-0.258,7.46,non-DEG,SAR1B,51128,secretion associated Ras related GTPase 1B,Protein coding
ENSG00000154898,D5/D6,0.0677,0.258,20.63,non-DEG,CCDC144CP,,"coiled-coil domain containing 144C, pseudogene",Pseudogene
ENSG00000163516,D5/D6,0.0013,0.258,4.6,non-DEG,ANKZF1,55139,ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1,Protein coding
ENSG00000165195,D5/D6,0.0487,-0.258,8.61,non-DEG,PIGA,5277,phosphatidylinositol glycan anchor biosynthesis class A,Protein coding
ENSG00000174021,D5/D6,0.0602,-0.258,6.46,non-DEG,GNG5,2787,G protein subunit gamma 5,Protein coding
ENSG00000176890,D5/D6,0.0302,-0.258,10.41,non-DEG,TYMS,7298,thymidylate synthetase,Protein coding
ENSG00000184574,D5/D6,0.019,0.258,12.19,non-DEG,LPAR5,57121,lysophosphatidic acid receptor 5,Protein coding
ENSG00000214389,D5/D6,0.0497,0.258,16.59,non-DEG,RPS3AP26,,ribosomal protein S3a pseudogene 26,Pseudogene
ENSG00000240342,D5/D6,0.106,0.258,7.51,non-DEG,RPS2P5,,ribosomal protein S2 pseudogene 5,Pseudogene
ENSG00000242299,D5/D6,0.0286,0.258,8.09,non-DEG,AC073861.1,,ribosomal protein S18 (RPS18) pseudogene,Pseudogene
ENSG00000279605,D5/D6,0.0454,0.258,22.74,non-DEG,AC067930.6,,TEC,TEC
ENSG00000001167,D5/D6,0.008,0.257,9.12,non-DEG,NFYA,4800,nuclear transcription factor Y subunit alpha,Protein coding
ENSG00000064547,D5/D6,0.0334,0.257,8.9,non-DEG,LPAR2,9170,lysophosphatidic acid receptor 2,Protein coding
ENSG00000119333,D5/D6,0.0114,0.257,6.48,non-DEG,WDR34,89891,WD repeat domain 34,Protein coding
ENSG00000120616,D5/D6,0.00222,-0.257,4.66,non-DEG,EPC1,80314,enhancer of polycomb homolog 1,Protein coding
ENSG00000137073,D5/D6,0.00222,0.257,3.66,non-DEG,UBAP2,55833,ubiquitin associated protein 2,Protein coding
ENSG00000146701,D5/D6,0.00104,0.257,5.1,non-DEG,MDH2,4191,malate dehydrogenase 2,Protein coding
ENSG00000154174,D5/D6,0.000853,0.257,2.02,non-DEG,TOMM70,9868,translocase of outer mitochondrial membrane 70,Protein coding
ENSG00000157259,D5/D6,0.00117,0.257,3.75,non-DEG,GATAD1,57798,GATA zinc finger domain containing 1,Protein coding
ENSG00000159199,D5/D6,0.0105,0.257,5.67,non-DEG,ATP5MC1,516,ATP synthase membrane subunit c locus 1,Protein coding
ENSG00000160194,D5/D6,0.00529,0.257,7.84,non-DEG,NDUFV3,4731,NADH:ubiquinone oxidoreductase subunit V3,Protein coding
ENSG00000165632,D5/D6,0.0119,-0.257,6.73,non-DEG,TAF3,83860,TATA-box binding protein associated factor 3,Protein coding
ENSG00000183255,D5/D6,0.138,-0.257,36.24,non-DEG,PTTG1IP,754,PTTG1 interacting protein,Protein coding
ENSG00000235173,D5/D6,0.204,0.257,18.15,non-DEG,HGH1,51236,HGH1 homolog,Protein coding
ENSG00000236104,D5/D6,0.0345,-0.257,5.69,non-DEG,ZBTB22,9278,zinc finger and BTB domain containing 22,Protein coding
ENSG00000247934,D5/D6,0.0946,0.257,22.49,non-DEG,AC022364.1,,"novel transcript, antisense to CCDC91",lncRNA
ENSG00000269968,D5/D6,0.0601,0.257,15.01,non-DEG,AC006064.4,,"novel transcript, antisense to GAPDH",lncRNA
ENSG00000273891,D5/D6,0.0435,0.257,13.84,non-DEG,AL731566.1,,"novel transcript, antisense to NSMCE4A",lncRNA
ENSG00000277149,D5/D6,0.014,0.257,5.36,non-DEG,TYW1B,441250,tRNA-yW synthesizing protein 1 homolog B,Protein coding
ENSG00000037474,D5/D6,0.000798,0.256,2.09,non-DEG,NSUN2,54888,NOP2/Sun RNA methyltransferase 2,Protein coding
ENSG00000104835,D5/D6,0.0614,0.256,8.94,non-DEG,SARS2,54938,"seryl-tRNA synthetase 2, mitochondrial",Protein coding
ENSG00000111371,D5/D6,4.29e-05,0.256,3.34,non-DEG,SLC38A1,81539,solute carrier family 38 member 1,Protein coding
ENSG00000116747,D5/D6,0.00505,0.256,7.41,non-DEG,TROVE2,6738,"Ro60, Y RNA binding protein",Protein coding
ENSG00000128602,D5/D6,0.0419,-0.256,10.21,non-DEG,SMO,6608,"smoothened, frizzled class receptor",Protein coding
ENSG00000164934,D5/D6,0.00651,0.256,5.87,non-DEG,DCAF13,25879,DDB1 and CUL4 associated factor 13,Protein coding
ENSG00000165637,D5/D6,0.00279,0.256,4.24,non-DEG,VDAC2,7417,voltage dependent anion channel 2,Protein coding
ENSG00000170889,D5/D6,0.000993,0.256,4.43,non-DEG,RPS9,6203,ribosomal protein S9,Protein coding
ENSG00000172795,D5/D6,0.0297,0.256,17.6,non-DEG,DCP2,167227,decapping mRNA 2,Protein coding
ENSG00000179364,D5/D6,0.0178,0.256,6.81,non-DEG,PACS2,23241,phosphofurin acidic cluster sorting protein 2,Protein coding
ENSG00000180233,D5/D6,0.00518,-0.256,4.79,non-DEG,ZNRF2,223082,zinc and ring finger 2,Protein coding
ENSG00000198887,D5/D6,0.00297,0.256,5.37,non-DEG,SMC5,23137,structural maintenance of chromosomes 5,Protein coding
ENSG00000232388,D5/D6,0.00617,0.256,7.87,non-DEG,SMIM26,388789,small integral membrane protein 26,Protein coding
ENSG00000235552,D5/D6,0.255,0.256,12.53,non-DEG,RPL6P27,,ribosomal protein L6 pseudogene 27,Pseudogene
ENSG00000005175,D5/D6,0.00558,0.255,3.81,non-DEG,RPAP3,79657,RNA polymerase II associated protein 3,Protein coding
ENSG00000053438,D5/D6,0.174,0.255,24.22,non-DEG,NNAT,4826,neuronatin,Protein coding
ENSG00000075240,D5/D6,0.011,0.255,5.17,non-DEG,GRAMD4,23151,GRAM domain containing 4,Protein coding
ENSG00000088325,D5/D6,0.0099,-0.255,3.48,non-DEG,TPX2,22974,TPX2 microtubule nucleation factor,Protein coding
ENSG00000109519,D5/D6,0.0196,0.255,8.31,non-DEG,GRPEL1,80273,"GrpE like 1, mitochondrial",Protein coding
ENSG00000114867,D5/D6,0.00222,0.255,2.39,non-DEG,EIF4G1,1981,eukaryotic translation initiation factor 4 gamma 1,Protein coding
ENSG00000115902,D5/D6,0.0147,-0.255,15.27,non-DEG,SLC1A4,6509,solute carrier family 1 member 4,Protein coding
ENSG00000119048,D5/D6,0.0906,0.255,14.1,non-DEG,UBE2B,7320,ubiquitin conjugating enzyme E2 B,Protein coding
ENSG00000121039,D5/D6,0.135,0.255,16,non-DEG,RDH10,157506,retinol dehydrogenase 10,Protein coding
ENSG00000134717,D5/D6,0.0242,0.255,9.81,non-DEG,BTF3L4,91408,basic transcription factor 3 like 4,Protein coding
ENSG00000143942,D5/D6,0.0466,0.255,10,non-DEG,CHAC2,494143,ChaC cation transport regulator homolog 2,Protein coding
ENSG00000151353,D5/D6,0.02,0.255,7.84,non-DEG,TMEM18,129787,transmembrane protein 18,Protein coding
ENSG00000151413,D5/D6,0.139,0.255,18.04,non-DEG,NUBPL,80224,nucleotide binding protein like,Protein coding
ENSG00000157077,D5/D6,0.0107,0.255,4.56,non-DEG,ZFYVE9,9372,zinc finger FYVE-type containing 9,Protein coding
ENSG00000164615,D5/D6,0.00695,0.255,6.11,non-DEG,CAMLG,819,calcium modulating ligand,Protein coding
ENSG00000171681,D5/D6,0.0144,-0.255,12.46,non-DEG,ATF7IP,55729,activating transcription factor 7 interacting protein,Protein coding
ENSG00000177034,D5/D6,0.432,0.255,17.31,non-DEG,MTX3,345778,metaxin 3,Protein coding
ENSG00000182325,D5/D6,0.0791,0.255,13.76,non-DEG,FBXL6,26233,F-box and leucine rich repeat protein 6,Protein coding
ENSG00000225648,D5/D6,0.0122,0.255,7.65,non-DEG,SBDSP1,,SBDS pseudogene 1,Pseudogene
ENSG00000254198,D5/D6, 0.2,0.255,20.54,non-DEG,AC113191.1,,"Family with sequence similarity 9, member C (FAM9C) pseudogene",Pseudogene
ENSG00000264920,D5/D6,0.155,-0.255,13.66,non-DEG,AC018521.5,102724532,novel transcript,lncRNA
ENSG00000076604,D5/D6,0.0719,-0.254,9.12,non-DEG,TRAF4,9618,TNF receptor associated factor 4,Protein coding
ENSG00000077585,D5/D6,0.00225,0.254,3.56,non-DEG,GPR137B,7107,G protein-coupled receptor 137B,Protein coding
ENSG00000087157,D5/D6,0.00838,0.254,6.98,non-DEG,PGS1,9489,phosphatidylglycerophosphate synthase 1,Protein coding
ENSG00000129636,D5/D6,0.00488,-0.254,4.96,non-DEG,ITFG1,81533,integrin alpha FG-GAP repeat containing 1,Protein coding
ENSG00000137497,D5/D6,0.0051,-0.254,8.87,non-DEG,NUMA1,4926,nuclear mitotic apparatus protein 1,Protein coding
ENSG00000143499,D5/D6,0.0153,0.254,4.65,non-DEG,SMYD2,56950,SET and MYND domain containing 2,Protein coding
ENSG00000156026,D5/D6,0.0118,-0.254,5.15,non-DEG,MCU,90550,mitochondrial calcium uniporter,Protein coding
ENSG00000162065,D5/D6,0.313,0.254,19.43,non-DEG,TBC1D24,57465,TBC1 domain family member 24,Protein coding
ENSG00000171865,D5/D6,0.0215,0.254,4.26,non-DEG,RNASEH1,246243,ribonuclease H1,Protein coding
ENSG00000173200,D5/D6,0.000349,0.254,3.6,non-DEG,PARP15,165631,poly(ADP-ribose) polymerase family member 15,Protein coding
ENSG00000174775,D5/D6,0.0913,0.254,9.97,non-DEG,HRAS,3265,"HRas proto-oncogene, GTPase",Protein coding
ENSG00000023909,D5/D6,0.0155,-0.253,13.55,non-DEG,GCLM,2730,glutamate-cysteine ligase modifier subunit,Protein coding
ENSG00000094631,D5/D6,0.023,-0.253,7.03,non-DEG,HDAC6,10013,histone deacetylase 6,Protein coding
ENSG00000104951,D5/D6,0.00335,0.253,7.59,non-DEG,IL4I1,259307,interleukin 4 induced 1,Protein coding
ENSG00000115339,D5/D6,0.0291,0.253,8.11,non-DEG,GALNT3,2591,polypeptide N-acetylgalactosaminyltransferase 3,Protein coding
ENSG00000117395,D5/D6,0.0141,0.253,5.2,non-DEG,EBNA1BP2,10969,EBNA1 binding protein 2,Protein coding
ENSG00000122122,D5/D6,0.000354,-0.253,3.54,non-DEG,SASH3,54440,SAM and SH3 domain containing 3,Protein coding
ENSG00000128789,D5/D6,0.00776,0.253,6.92,non-DEG,PSMG2,56984,proteasome assembly chaperone 2,Protein coding
ENSG00000131171,D5/D6,0.00175,-0.253,6.57,non-DEG,SH3BGRL,6451,SH3 domain binding glutamate rich protein like,Protein coding
ENSG00000134900,D5/D6,0.000553,0.253,3.5,non-DEG,TPP2,7174,tripeptidyl peptidase 2,Protein coding
ENSG00000135272,D5/D6,0.0472,-0.253,28.53,non-DEG,MDFIC,29969,MyoD family inhibitor domain containing,Protein coding
ENSG00000145882,D5/D6,0.0101,0.253,7.96,non-DEG,PCYOX1L,78991,prenylcysteine oxidase 1 like,Protein coding
ENSG00000166441,D5/D6,0.00122,0.253,6.16,non-DEG,RPL27A,6157,ribosomal protein L27a,Protein coding
ENSG00000169991,D5/D6,0.00235,-0.253,5.26,non-DEG,IFFO2,126917,intermediate filament family orphan 2,Protein coding
ENSG00000173039,D5/D6,0.0224,-0.253,8.78,non-DEG,RELA,5970,"RELA proto-oncogene, NF-kB subunit",Protein coding
ENSG00000180626,D5/D6,0.00156,0.253,3.5,non-DEG,ZNF594,84622,zinc finger protein 594,Protein coding
ENSG00000183576,D5/D6,0.00928,0.253,6.46,non-DEG,SETD3,84193,"SET domain containing 3, actin histidine methyltransferase",Protein coding
ENSG00000188229,D5/D6,0.00538,-0.253,4.99,non-DEG,TUBB4B,10383,tubulin beta 4B class IVb,Protein coding
ENSG00000203709,D5/D6,0.000127,0.253,4.75,non-DEG,MIR29B2CHG,,MIR29B2 and MIR29C host gene,lncRNA
ENSG00000213326,D5/D6,0.069,0.253,15.73,non-DEG,RPS7P11,,ribosomal protein S7 pseudogene 11,Pseudogene
ENSG00000232956,D5/D6,0.0242,0.253,10.29,non-DEG,SNHG15,285958,small nucleolar RNA host gene 15,lncRNA
ENSG00000238083,D5/D6,0.0101,0.253,3.98,non-DEG,LRRC37A2,474170,leucine rich repeat containing 37 member A2,Protein coding
ENSG00000011590,D5/D6,0.0873,-0.252,10.72,non-DEG,ZBTB32,27033,zinc finger and BTB domain containing 32,Protein coding
ENSG00000023191,D5/D6,0.00961,0.252,9.47,non-DEG,RNH1,6050,ribonuclease/angiogenin inhibitor 1,Protein coding
ENSG00000046647,D5/D6,0.00863,0.252,4.02,non-DEG,GEMIN8,54960,gem nuclear organelle associated protein 8,Protein coding
ENSG00000074842,D5/D6,0.022,-0.252,5.66,non-DEG,MYDGF,56005,myeloid derived growth factor,Protein coding
ENSG00000107672,D5/D6,0.0256,0.252,6.86,non-DEG,NSMCE4A,54780,"NSE4 homolog A, SMC5-SMC6 complex component",Protein coding
ENSG00000108064,D5/D6,0.00551,0.252,4.55,non-DEG,TFAM,7019,"transcription factor A, mitochondrial",Protein coding
ENSG00000113845,D5/D6,0.0192,-0.252,13.19,non-DEG,TIMMDC1,51300,translocase of inner mitochondrial membrane domain containing 1,Protein coding
ENSG00000125611,D5/D6,0.0851,-0.252,7.13,non-DEG,CHCHD5,84269,coiled-coil-helix-coiled-coil-helix domain containing 5,Protein coding
ENSG00000132153,D5/D6,0.0131,0.252,6.98,non-DEG,DHX30,22907,DExH-box helicase 30,Protein coding
ENSG00000134321,D5/D6,0.00668,-0.252,5.09,non-DEG,RSAD2,91543,radical S-adenosyl methionine domain containing 2,Protein coding
ENSG00000134899,D5/D6,0.0308,-0.252,10.77,non-DEG,ERCC5,2073,"ERCC excision repair 5, endonuclease",Protein coding
ENSG00000160299,D5/D6,0.000921,0.252,4.9,non-DEG,PCNT,5116,pericentrin,Protein coding
ENSG00000168517,D5/D6,0.0414,-0.252,39.12,non-DEG,HEXIM2,124790,HEXIM P-TEFb complex subunit 2,Protein coding
ENSG00000168710,D5/D6,0.0109,-0.252,13.02,non-DEG,AHCYL1,10768,adenosylhomocysteinase like 1,Protein coding
ENSG00000197958,D5/D6,0.00147,0.252,5.35,non-DEG,RPL12,6136,ribosomal protein L12,Protein coding
ENSG00000198060,D5/D6,0.00686,-0.252,6.48,non-DEG,MARCH5,54708,membrane associated ring-CH-type finger 5,Protein coding
ENSG00000224713,D5/D6,0.0773,0.252,19.32,non-DEG,AC025165.1,,"novel transcript, antisense to ARHGEF25",lncRNA
ENSG00000257093,D5/D6,6.12e-05,0.252,4.87,non-DEG,KIAA1147,57189,DENN domain containing 11,Protein coding
ENSG00000260196,D5/D6,0.152,-0.252,10.43,non-DEG,AC124798.1,,antisense to KCNJ11 and overlapping to a novel gene,lncRNA
ENSG00000006007,D5/D6,0.0112,-0.251,6.13,non-DEG,GDE1,51573,glycerophosphodiester phosphodiesterase 1,Protein coding
ENSG00000011295,D5/D6,0.0217,0.251,8.4,non-DEG,TTC19,54902,tetratricopeptide repeat domain 19,Protein coding
ENSG00000090316,D5/D6,0.194,-0.251,13.89,non-DEG,MAEA,10296,macrophage erythroblast attacher,Protein coding
ENSG00000113273,D5/D6,0.00329,-0.251,3,non-DEG,ARSB,411,arylsulfatase B,Protein coding
ENSG00000141068,D5/D6,0.137,-0.251,19.5,non-DEG,KSR1,8844,kinase suppressor of ras 1,Protein coding
ENSG00000153944,D5/D6,0.000391,-0.251,4.77,non-DEG,MSI2,124540,musashi RNA binding protein 2,Protein coding
ENSG00000177685,D5/D6,0.078,0.251,8.96,non-DEG,CRACR2B,283229,calcium release activated channel regulator 2B,Protein coding
ENSG00000240038,D5/D6,0.0219,0.251,5.98,non-DEG,AMY2B,280,amylase alpha 2B,Protein coding
ENSG00000266918,D5/D6,0.115,0.251,17.32,non-DEG,AC091132.4,,TEC,TEC
ENSG00000273841,D5/D6,0.147,0.251,11.41,non-DEG,TAF9,6880,TATA-box binding protein associated factor 9,Protein coding
ENSG00000090554,D5/D6,0.0836,-0.25,7.79,non-DEG,FLT3LG,2323,fms related tyrosine kinase 3 ligand,Protein coding
ENSG00000104915,D5/D6,0.0567,0.25,16.92,non-DEG,STX10,8677,syntaxin 10,Protein coding
